ID del artículo,Nombre del artículo,Compatibilidad,Precio Lista ( U$D),Precio Venta (ARS),Stock,Estado,Origen,Pasillo,Notas
22300-RNA-JAP-IMP,Embrague kit Placa+disco+ruleman+reten EXEDY JAPON,Civic 06-11,,"$38,900.00",,,,,
22300-RRC-JAP-IMP,Embrague kit Placa+disco+ruleman+reten EXEDY JAPON,Civic 06-11 SI,,,,,,,
22300-RZA-IMP,Embrague kit Placa+disco+ruleman+reten EXEDY JAPON,CR-V 97-01,,,,,,,
22810-P20-JAP-IMP,Ruleman de empuje,Civic 92+,,"$40,500.00",,,,,
22810-PX5-JAP-IMP,Ruleman de empuje,Accord 90+,,"$80,000.00",,,,,
30102-PA0-IMP,Tapa de distribuidor con tornillos,Acccord+Civic+Prelude 79-83,,,,,,,
30102-PA1-IMP,Tapa de distribuidor con sunhos,Acccord+Civic+Prelude 79-82,,,,,,,
30102-PAA-IMP,Tapa de distribuidor,Accord 94-97 hitachi,,,,,,,
30102-PM3-IMP,Tapa de distribuidor,Civic 92-95 carburador,,,,,,,
30102-PT2-IMP,Tapa de distribuidor,Acc.90-97+Civ.92-95+CR-V 97-01,,,,,,,
30102-PT3-A12-IMP,Tapa de distribuidor,Accord,,,,,,,
30103-657-IMP,Rotor de distribuidor,Accord - Civic - Prelude 80,,,,,,,
30103-P08-IMP,Rotor de distribuidor,Acc.90-97+Civ.92-95+CR-V 97-01,,"$29,000.00",,,,,
30103-PM3-IMP,Rotor de distribuidor,Civic 92-95 carburador,,,,,,,
30105-CAP-TORES-IMP,Kiit de captores,Todos,,,,,,,
30105-KIT-REPAR-IMP,Distribuidor (reparación ruleman+reten+o'ring),Todos 92-00 - Civic,,,,,,,
30105-RULEMAN-IMP,Ruleman de distribuidor,Todos,,,,,,,
30120-P01-IMP,C.D.I.,Civic 1.5 Carburador,,,,,,,
30120-P0A-IMP,C.D.I.,Accord 94-97 hitachi,,"$70,000.00",,,,,
30120-PT3-IMP,C.D.I.,Todos 92-00,,"$70,000.00",,,,,
30500-P01-IMP,Bobina de encendido,Civic 92-95 carburador,,,,,,,
30500-P0A-IMP,Bobina de encendido,Accord 90-97 hitachi,,,,,,,
30510-PT2-CHI-IMP,Bobina de encendido,Acc.90-97+Civ.92-95+CR-V 97-01,,,,,,,
30510-PT2-IMP,Bobina de encendido,Acc.90-97+Civ.92-95+CR-V 97-01,,"$45,000.00",,,,,
30520-PGK-IMP,Bobina de encendido,Civic 01-03,,,,,,,
30520-PT9-IMP,Bobina de encendido,Accord 90-97 bobina afuera,,,,,,,
30520-PWA-IMP,Bobina de encendido de admisión,Fit 03-08 1.4,,,,,,,
30520-PWC-003-IMP,Bobina de encendido,Fit 03-08 1.5,,"$30,000.00",12,,,,
30520-RNA-IMP,Bobina de encendido,Civic 06-09,,,,,,,
30521-PWA-IMP,Bobina de encendido de escape,Fit 03-08 1.4,,,,,,,
30520-RB0-IMP,Bobina de encendido,Fit 2009 City,,,,,,,
31110-P01-IMP,Correa de alternador,Civic 92-95,,,,,,,
31110-P2A-003-IMP,Correa de alternador,Civic 96-00,,"$19,950.00",3,,,,
31110-P3F-IMP,Correa de alternador,CR-V 97-01,,,,,,,
31170-RNA-IMP,Tensor de correa,Civic 2007 - 2010,,"$186,050.00",,,,,
31500-SAD-IMP,Bateria,Fit,,,,,,,
31500-SD4-IMP,Bateria,Accord,,,,,,,
31500-SNJ-IMP,Bateria,Civic -,,,,,,,
32700-689-IMP,Cables de bujas,Accord 79-81,,,,,,,
32722-P07-000-IMP,Cables de bujas,Civic 92-95,,"$68,800.00",1,,,,
32722-P0A-IMP,Cables de bujas,Accord 94-97,,,,,,,
32722-P2A-003-IMP,Cables de bujias,C92/00 usa-A94-96,,,,,,,
32722-P2F-IMP,Cables de bujas,Civic 96-00,,,,,,,
32722-P75-A01-IMP,Cables de bujas,CR-V 97-01,,"$68,800.00",2,,,,
32722-PM3-IMP,Cables de bujas,Civic 92-95 carburador,,,,,,,
32722-PT3-IMP,Cables de bujas,Accord 90-93,,,,,,,
33100-SM4-A00-IMP,Optica delantera derecha,Accord 90-91 americano,,,,,,,
33100-SM4-A01-IMP,Optica delantera derecha,Accord 92-93 americano,,,,,,,
33100-SM4-G00-IMP,Optica delantera derecha,Accord 92-93 japones,,,,,,,
33100-SV4-A02-IMP,Optica delantera derecha,Accord 94-97 americano,,"$22,000.00",,,,,
33100-SV4-P00-IMP,Optica delantera derecha,Accord 94-97 japones,,"$22,000.00",,,,,
33100-T0A-IMP,Optica delantera derecha,CR-V 2012,,,,,,,
33100-T7S-IMP,Optica delantera derecha,HR-V 2015+,,,,,,,
33100-TA5-IMP,Optica delantera derecha,Accord 08,,,,,,,
33100-TJ0-IMP,Optica delantera derecha,Fit 09 -11,,,,,,,
33100-TJ0-M50-IMP,Optica delantera derecha,Fit 2012,,,,,,,
33100-TM6-IMP,Optica delantera derecha,City 10,,,,,,,
33100-TM6-T11-IMP,Optica delantera derecha,City 2013 - 2015,,,,,,,
33100-TR8-M01-IMP,Optica delantera derecha ,Civic 2012/14,,"$579,700.00",1,,,,
33100-TR8-IMP,Optica delantera derecha,Civic 2012/14,,,,,,,
33101-S04-A00-IMP,Optica delantera derecha,Civic 96-98 americano,,,,,,,
33101-S04-A01-IMP,Optica delantera derecha,Civic 99-00 americano,,,,,,,
33101-S04-B03-IMP,Optica delantera derecha,Civic 99-00 brasilero,,,,,,,
33101-S04-G00-IMP,Optica delantera derecha,Civic 96-98 japones,,,,,,,
33101-S10-A00-IMP,Optica delantera derecha,CR-V 98-01,,,,,,,
33101-S5J-B01-IMP,Optica delantera derecha,Civic 01-03,,,,,,,
33101-S5J-B51-IMP,Optica delantera derecha,Civic 04-05,,,,,,,
33101-S84-A00-IMP,Optica delantera derecha,Accord 98-00 americano,,,,,,,
33101-S84-G00-IMP,Optica delantera derecha,Accord 98-00 japones,,,,,,,
33101-S9A-B01-IMP,Optica delantera derecha,CR-V 02-04,,,,,,,
33101-S9A-B11-IMP,Optica delantera derecha,CR-V 05-06,,,,,,,
33101-SAD-M01-IMP,Optica delantera derecha fondo negro,Fit 2004 - 2008,,,,,,,
33101-SAD-M11-IMP,Optica delantera derecha fondo cromado,Fit 05 -08,,,,,,,
33101-SDA-IMP,Optica delantera derecha,Accord 03-07,,,,,,,
33101-SNJ-IMP,Optica delantera derecha,Civic 06-10,,"$395,000.00",,,,,
33101-SR3-A01-IMP,Optica delantera derecha,Civic 92-95 americano,,,,,,,
33101-SR3-B01-IMP,Optica delantera derecha,Civic 95-95 japones,,,,,,,
33101-SWA-IMP,Optica delantera derecha,CR-V 07-10,,,,,,,
33111-SR3-IMP,Lampara de alta y baja,Civic,,"$7,800.00",,,,,
33115-671-IMP,Optica de alta,Accord 79-81,,,,,,,
33116-S84-IMP,Lampara de baja HB4,Todos,,,,,,,
33135-671-IMP,Optica de alta y baja,Accord 79-81,,,,,,,
33150-SM4-A00-IMP,Optica delantera izquierda,Accord 90-91 americano,,,,,,,
33150-SM4-A01-IMP,Optica delantera izquierda,Accord 92-93 americano,,,,,,,
33150-SM4-G00-IMP,Optica delantera izquierda,Accord 92-93 japones,,,,,,,
33150-SV4-A02-IMP,Optica delantera izquierda,Accord 94-97 americano,,"$22,000.00",,,,,
33150-SV4-P00-IMP,Optica delantera izquierda,Accord 94-97 japones,,"$22,000.00",,,,,
33150-T0A-IMP,Optica delantera izquierda,CR-V 2012,,,,,,,
33150-T7S-IMP,Optica delantera izquierda,HR-V 2015+,,,,,,,
33150-TA5-IMP,Optica delantera izquierda,Accord 08,,,,,,,
33150-TJ0-IMP,Optica delantera izquierda,Fit 09 - 11,,,,,,,
33150-TJ0-M50-IMP,Optica delantera izquierda,Fit 2012,,,,,,,
33150-TM6-IMP,Optica delantera izquierda,City 10,,,,,,,
33150-TM6-T11-IMP,Optica delantera izquierda,City 2013 - 2015,,,,,,,
33150-TR8-IMP,Optica delantera izquierda electrica,Civic 2012,,,,,,,
33150-TR8-IMP,Optica delantera izquierda manual,Civic 2012,,,,,,,
33151-S04-A00-IMP,Optica delantera izquierda,Civic 96-98 americano,,,,,,,
33151-S04-A01-IMP,Optica delantera izquierda,Civic 99-00 americano,,,,,,,
33151-S04-B03-IMP,Optica delantera izquierda,Civic 99-00 brasilero,,,,,,,
33151-S04-G00-IMP,Optica delantera izquierda,Civic 96-98 japones,,,,,,,
33151-S10-A00-IMP,Optica delantera izquierda,CR-V 98-01,,,,,,,
33151-S5J-B01-IMP,Optica delantera izquierda,Civic 01-03,,,,,,,
33151-S5J-B51-IMP,Optica delantera izquierda,Civic 04-05,,,,,,,
33151-S84-A00-IMP,Optica delantera izquierda,Accord 98-00 americano,,,,,,,
33151-S84-G00-IMP,Optica delantera izquierda,Accord 98-00 japones,,,,,,,
33151-S9A-B01-IMP,Optica delantera izquierda,CR-V 02-04,,,,,,,
33151-S9A-B11-IMP,Optica delantera izquierda,CR-V 05-06,,,,,,,
33151-SAD-M01-IMP,Optica delantera izquierda fondo negro,Fit 2004 - 2008,,,,,,,
33151-SAD-M11ZZ-IMP,Optica delantera izquierda fondo cromado,Fit 05 -08,,,,,,,
33151-SDA-IMP,Optica delantera izquierda,Accord 03-07,,,,,,,
33151-SNJ-IMP,Optica delantera izquierda,Civic 06-10,,"$395,000.00",,,,,
33151-SR3-A01-IMP,Optica delantera izquierda,Civic 92-95 americano,,,,,,,
33151-SR3-B01-IMP,Optica delantera izquierda,Civic 95-95 japones,,,,,,,
33151-SWA-IMP,Optica delantera izquierda,CR-V 07-10,,,,,,,
33300-671-IMP,Faro de paragolpe delantero,Accord 79-81,,,,,,,
33301-SA0-IMP,Lampara piojito,Todos,,,,,,,
33301-SR3-003TW-IMP,Faro de giro esquinero delantero derecho,Civic 92-95 3 P jap,,,,,,,
33301-SR3-A02TW-IMP,Faro de giro esquinero delantero derecho,Civic 92-95 3 P usa,,,,,,,
33301-SR4-003TW-IMP,Faro de giro esquinero delantero derecho,Civic 92-95 4 P jap,,,,,,,
33301-SR4-A02TW-IMP,Faro de giro esquinero delantero derecho,Civic 92-95 4 P usa,,,,,,,
33302-657-IMP,Acrilico de paragolpe delantero,Accord 79-81,,,,,,,
33302-SA5-IMP,Acrilico de paragolpe delantero,Accord 82-85,,,,,,,
33302-SM4-G00-IMP,Faro de giro inferior delantero derecho,Accord 92-93,,,,,,,
33302-SV4-A01-IMP,Faro de giro inferior delantero derecho,Accord 94-95 usa,,,,,,,
33302-SV4-A02-IMP,Faro de giro inferior delantero derecho,Accord 96-97 usa,,,,,,,
33302-SV4-Q01-IMP,Faro de giro inferior delantero derecho,Accord 94-95 jap,,,,,,,
33303-SAD-IMP,Lampara 1 polo con culote,Todos,,,,,,,
33303-SL4-003-IMP,Lampara 2 polos sin culote,Todos,,,,,,,
33351-SR3-003TW-IMP,Faro de giro esquinero delantero izquierdo,Civic 92-95 3 P jap,,,,,,,
33351-SR3-A02TW-IMP,Faro de giro esquinero delantero izquierdo,Civic 92-95 3 P usa,,,,,,,
33351-SR4-003TW-IMP,Faro de giro esquinero delantero izquierdo,Civic 92-95 4 P jap,,,,,,,
33351-SR4-A02TW-IMP,Faro de giro esquinero delantero izquierdo,Civic 92-95 4 P usa,,,,,,,
33352-SM4-G00-IMP,Faro de giro inferior delantero izquierdo,Accord 92-93,,,,,,,
33352-SV4-A01TW-IMP,Faro de giro inferior delantero izquierdo,Accord 94-95 usa,,,,,,,
33352-SV4-A02TW-IMP,Faro de giro inferior delantero izquierdo,Accord 96-97 usa,,,,,,,
33352-SV4-Q01TW-IMP,Faro de giro inferior delantero izquierdo,Accord 94-95 jap,,,,,,,
33500-T0A-IMP,Farol trasero derecho,CR-V 2012,,,,,,,
33500-TA0-IMP,Farol trasero derecho,Accord 08,,,,,,,
33500-TJ0-M01-IMP,Farol trasero derecho,2009/12,,"$79,800.00",2,,,,
33500-TM0-T11-IMP,Farol trasero derecho,City 2012,,,,,,,
33500-TR8-IMP,Farol trasero derecho,Civic 2012,,,,,,,
33501-S02-A00-IMP,Farol trasero exterior derecho,Civic 96-98 2 Puertas,,,,,,,
33501-S03-A01-IMP,Farol trasero derecho,Civic 1996-98 3 Ptas.,,,,,,,
33501-S03-A51-IMP,Farol trasero derecho,Civic 1999-00 3 Ptas.,,,,,,,
33501-S04-A00TW-IMP,Farol trasero exterior derecho,Civic 96-98,,,,,,,
33501-S04-A51TW-IMP,Farol trasero exterior derecho,Civic 99-00,,,,,,,
33501-S10-IMP,Farol trasero derecho,CR-V 97-98,,,,,,,
33501-S5B-003TW-IMP,Farol trasero exterior derecho,Civic 04-06,,,,,,,
33501-S5J-B01TW-IMP,Farol trasero exterior derecho,Civic 01-03,,,,,,,
33501-S84-G01-IMP,Farol trasero derecho exterior,Accord 98-00,,,,,,,
33501-S9A-G00-IMP,Farol trasero exterior derecho,CR-V 2004 - 2004,,,,,,,
33501-S9A-J00-IMP,Farol trasero exterior derecho,CR-V 2005 - 2006,,,,,,,
33501-SAD-IMP,Farol trasero exterior derecho,Fit 03-08,,,,,,,
33501-SDA-B01-IMP,Farol trasero derecho exterior,Accord 03-05,,,,,,,
33501-SDA-Q11-IMP,Faro trasero derecho exterior,Accord 06-07,,,,,,,
33501-SM4-IMP,Farol trasero derecho exterior,Accord 92-93,,,,,,,
33501-SNJ-IMP,Faro trasero derecho exterior,Civic 2007 - 2010,,,,,,,
33501-SR3-A00-IMP,Farol trasero exterior derecho,Civic 92-95 3 P usa,,,,,,,
33501-SR3-G00-IMP,Farol trasero exterior derecho,Civic 92-95 3 P jap,,,,,,,
33501-SR4-A00-IMP,Farol trasero exterior derecho,Civic 92-95 4/2P usa,,,,,,,
33501-SR4-G00-IMP,Farol trasero exterior derecho,Civic 92-95 4/2P jap,,,,,,,
33501-SV4-A02-IMP,Farol trasero derecho exterior,Accord 96-97,,,,,,,
33501-SV4-IMP,Farol trasero derecho exterior,Accord 94-95,,,,,,,
33501-SWA-IMP,Farol trasero exterior derecho,CR-V 07-10,,,,,,,
33505-SLJ-IMP,Ojo de gato de paragolpe trasero derecho,CR-V 2012,,,,,,,
33505-SWA-J01-IMP,Ojo de gato tras.der.,Crv 10/11,,,,,,,
33505-SWA-J01-IMP,Ojo de gato tras.der.,Crv 10/11,,,,,,,
33550-T0A-IMP,Farol trasero izquierdo,CR-V 2012,,,,,,,
33550-TA0-IMP,Farol trasero izquierdo,Accord 08,,,,,,,
33550-TJ0-M01-IMP,Farol trasero izquierdo,Fit 2009/12,,"$79,800.00",2,,,,
33550-TM0-T11-IMP,Farol trasero izquierdo,City 2012,,,,,,,
33550-TR8-IMP,Farol trasero izquierdo,Civic 2012,,,,,,,
33551-S02-A00-IMP,Farol trasero exterior izquierdo,Civic 96-98 2 Puertas,,,,,,,
33551-S03-A01-IMP,Farol trasero izquierdo,Civic 1996-98 3 Ptas.,,,,,,,
33551-S03-A51-IMP,Farol trasero izquierdo,Civic 1999-00 3 Ptas.,,,,,,,
33551-S04-A00-IMP,Farol trasero exterior izquierdo,Civic 96-98,,,,,,,
33551-S04-A51-IMP,Farol trasero exterior izquierdo,Civic 99-00,,,,,,,
33551-S10-IMP,Farol trasero izquierdo,CR-V 97-98,,,,,,,
33551-S5B-003TW-IMP,Farol trasero exterior derecho,Civic 04-06,,,,,,,
33551-S5J-B01-IMP,Farol trasero exterior izquierdo,Civic 01-05,,,,,,,
33551-S84-G01-IMP,Farol trasero izquierdo exterior,Accord 98-00,,,,,,,
33551-S9A-G00-IMP,Farol trasero exterior izquierdo,CR-V 2004 - 2004,,,,,,,
33551-S9A-J00-IMP,Farol trasero exterior izquierdo,CR-V 2005 - 2006,,,,,,,
33551-SAD-IMP,Farol trasero exterior izquierdo,Fit 03-08,,,,,,,
33551-SDA-B01-IMP,Farol trasero izquierdo exterior,Accord 03-05,,,,,,,
33551-SDA-Q11-IMP,Faro trasero izquierdo exterior,Accord 06-07,,,,,,,
33551-SM4-IMP,Farol trasero izquierdo exterior,Accord 92-93,,,,,,,
33551-SNJ-IMP,Faro trasero izquierdo exterior,Civic 2007 - 2010,,,,,,,
33551-SR3-A00-IMP,Farol trasero exterior izquierdo,Civic 92-95 3 P usa,,,,,,,
33551-SR3-G00-IMP,Farol trasero exterior izquierdo,Civic 92-95 3 P jap,,,,,,,
33551-SR4-A00-IMP,Farol trasero exterior izquierdo,Civic 92-95 4/2P usa,,,,,,,
33551-SR4-G00-IMP,Farol trasero exterior izquierdo,Civic 92-95 4/2P jap,,,,,,,
33551-SV4-A02-IMP,Farol trasero izquierdo exterior,Accord 96-97,,,,,,,
33551-SV4-IMP,Farol trasero izquierdo exterior,Accord 94-95,,,,,,,
33551-SWA-IMP,Farol trasero exterior izquierdo,CR-V 07-10,,,,,,,
33555-SLJ-IMP,Ojo de gato de paragolpe trasero izquierdo,CR-V 2012,,,,,,,
33555-SWA-J01-IMP,Ojo de gato tras.izq.,Crv 10/11,,,,,,,
33801-S10-IMP,Ojo de gato delantero derecho,CR-V 1997 - 2000,,,,,,,
33851-S10-IMP,Ojo de gato delantero Izquierdo,CR-V 1997 - 2000,,,,,,,
33901-S10-IMP,Ojo de gato trasero derecho,CR-V 1997 - 2000,,,,,,,
33901-S5B-IMP,Faro antiniebla derecho,Civic 04-05,,,,,,,
33901-S9A-IMP,Faro antiniebla derecho,CR-V 02-04,,,,,,,
33901-S9A-IMP,Faro antiniebla derecho,CR-V 05-06,,,,,,,
33901-SNJ-IMP,Faro antiniebla derecho,Civic 06-08,,,,,,,
33901-SNJ-M50-IMP,Faro antiniebla derecho,Civic 09-11,,,,,,,
33901-SWA-IMP,Faro antiniebla derecho,CR-V 07-10,,,,,,,
33901-TM6-IMP,Faro antiniebla derecho,City 10,,,,,,,
33951-S10-IMP,Ojo de gato trasero izquierdo,CR-V 1997 - 2000,,,,,,,
33951-S5B-IMP,Faro antiniebla izquierdo,Civic 04-05,,,,,,,
33951-S9A-IMP,Faro antiniebla derecho,CR-V 02-04,,,,,,,
33951-S9A-IMP,Faro antiniebla izquierdo,CR-V 05-06,,,,,,,
33951-SNJ-IMP,Faro antiniebla izquierdo,Civic 06-08,,,,,,,
33951-SNJ-M50-IMP,Faro antiniebla izquierdo,Civic 09-11,,,,,,,
33951-SWA-IMP,Faro antiniebla izquierdo,CR-V 07-10,,,,,,,
33951-TM6-IMP,Faro antiniebla izquierdo,City 10,,,,,,,
34150-TR8-IMP,Farol trasero derecho interior,Civic 2013 - 2015,,,,,,,
34151-S04-IMP,Farol trasero interior derecho,Civic 96-00,,,,,,,
34151-S5B-IMP,Farol trasero interior derecho,Civic 01-05,,,,,,,
34151-SDA-IMP,Farol trasero derecho interior,Accord 03-07,,,,,,,
34151-SM4-IMP,Farol trasero derecho interior,Accord 92-93,,,,,,,
34151-SR3-IMP,Farol trasero interior derecho,Civic 92-95 3 P,,,,,,,
34151-SR4-IMP,Farol trasero interior derecho,Civic 92-95 4/2 P,,,,,,,
34151-SV4-A01-IMP,Farol trasero derecho interior,Accord 96-97,,,,,,,
34155-TR8-IMP,Farol trasero izquierdo interior,Civic 2013 - 2015,,,,,,,
34156-S04-IMP,Farol trasero interior izquierdo,Civic 96-00,,,,,,,
34156-S5B-IMP,Farol trasero interior izquierdo,Civic 01-05,,,,,,,
34156-SDA-IMP,Farol trasero izquierdo interior,Accord 03-07,,,,,,,
34156-SM4-IMP,Farol trasero izquierdo interior,Accord 92-93,,,,,,,
34156-SR3-IMP,Farol trasero interior izquierdo,Civic 92-95 3 P,,,,,,,
34156-SR4-IMP,Farol trasero interior izquierdo,Civic 92-95 4/2 P,,,,,,,
34156-SV4-A01-IMP,Farol trasero izquierdo interior,Accord 96-97,,,,,,,
34300-634-IMP,Faro de giro lateral derecho,Accord 79-81,,,,,,,
34300-SA5-IMP,Faro de giro esquinero delantero derecho,Accord 82-93,,,,,,,
34301-634-IMP,Acrilico de giro lateral derecho,Accord 79-81,,,,,,,
34301-SM4-A00-IMP,Faro de giro esquinero delantero derecho,Accord 90-93 usa,,,,,,,
34301-SM4-G00-IMP,Faro de giro esquinero delantero derecho,Accord 90-93 jap,,,,,,,
34301-SS0-G00-IMP,Faro de giro esquinero delantero derecho,Prelude 92-95,,,,,,,
34301-SV4-A02-IMP,Faro de giro esquinero delantero derecho,Accord 94-97 usa,,,,,,,
34301-SV4-Q01-IMP,Faro de giro esquinero delantero derecho,Accord 94-97 jap,,,,,,,
34350-634-IMP,Faro de giro lateral izquierdo,Accord 79-81,,,,,,,
34351-SM4-A00-IMP,Faro de giro esquinero delantero izquierdo,Accord 90-93 usa,,,,,,,
34351-SM4-G00-IMP,Faro de giro esquinero delantero izquierdo,Accord 90-93 jap,,,,,,,
34351-SS0-G00-IMP,Faro de giro esquinero delantero izquierdo,Prelude 92-95,,,,,,,
34351-SV4-A02-IMP,Faro de giro esquinero delantero izquierdo,Accord 94-97 usa,,,,,,,
34351-SV4-Q01-IMP,Faro de giro esquinero delantero izquierdo,Accord 94-97 jap,,,,,,,
34901-SZ3-IMP,Lampara de antiniebla H1,Todos,,,,,,,
34906-SAD-IMP,Lampara 1 polo ambar con culote,Todos,,,,,,,
34906-SAD-IMP,Lampara 2 polos ambar con culote,Todos,,,,,,,
34906-ST5-IMP,Lampara de 2 polos sin culote,Todos,,,,,,,
35100-671-IMP,Cerrojo de contacto,Accord 79-81,,,,,,,
35100-SR3-IMP,Cerrojo de contacto kit completo,Civic 92-95,,,,,,,
35130-S04-IMP,Contactor de llave de contacto,Civic 96 2000,,,,,,,
35130-S10-IMP,Contactor de llave de contacto,CR-V 1997 - 2000,,,,,,,
35130-S5A-IMP,Contactor de llave de contacto,Civic 2001 - 2005,,,,,,,
35130-S84-IMP,Contactor de llave de contacto,Accord 1998 - 2000,,,,,,,
35130-SR3-IMP,Contactor de llave de contacto,Civic 1992 - 1995,,"$86,680.00",,,,,
35130-SV4-IMP,Contactor de llave de contacto,Accord 1994 - 1997,,,,,,,
36531-PLM-IMP,Sensor de oxigeno,Todos,,,,,,,
36750-SE0-IMP,Interruptor de stop y cruise,A 90/97/C 92/95,,,,,,,
37240-PT0-IMP,Bulbo de presión de aceite,Todos 92-00,,,,,,,
37750-PH2-IMP,Bulbo de temperatura,Todos 92-00,,,,,,,
37760-P00-IMP,Bulbo electroventilador,Civic 92-00,,,,,,,
37763-PB2-IMP,Bulbo electroventilador,Accord-Civic-Prelude 79-81,,,,,,,
37770-PT0-IMP,Bulbo electroventilador,Accord 90-97,,,,,,,
37773-PT0-IMP,Bulbo electroventilador,Accord 90-97,,,,,,,
37870-PK2-IMP,Bulbo de temperatura,Civic - Accord 92- 2000,,,,,,,
38615-RB0-IMP,Soporte de electro a aire,Fit 2009 - 2011,,,,,,,
38615-RZA-IMP,Soporte de electro de aire,CR-V 2008,,,,,,,
38616-PAA-IMP,Motor electro de aire acondicionado,Accord 1998 - 2000,,,,,,,
38616-PLC-IMP,Motor electro de aire acondicionado,Civic 2001 - 2005,,,,,,,
38616-PM5-IMP,Motor electro de aire acondicionado,Civic 1992 - 1995,,,,,,,
38616-PT3-IMP,Motor electro de aire acondicionado,Accord 1990 - 1993,,,,,,,
38616-PWA-IMP,Motor electro de aire acondicionado,Fit 2004 - 2008,,,,,,,
38616-R40-IMP,Motor electro de aire acondicionado,Accord 2008 - 2010 4 Cilindros,,,,,,,
38616-RAA-IMP,Motor electro de aire acondicionado,Accord 2003 - 2007,,,,,,,
38616-RNA-IMP,Motor electro de aire acondicionado,Civic 2006 - 2011,,,,,,,
38616-RZA-IMP,Motor electro de aire acondicionado,CR-V 2007 - 2011,,,,,,,
38920-P02-IMP,Correa de aire acondicionado,Civic 92-95,,,,,,,
38920-P08-IMP,Correa de aire acondicionado,Civic 92-95 carburador,,,,,,,
38920-P0A-IMP,Correa de aire acondicionado,Accord 94-97,,,,,,,
38920-P2A-IMP,Correa de aire acondicionado,Civic 96-00,,,,,,,
38920-P3F-IMP,Correa de aire acondicionado,CR-V 97-01,,,,,,,
38920-PLR-IMP,Correa de aire acondicionado,Civic 2001 - 2005,,,,,,,
38920-PT0-IMP,Correa de aire acondicionado,Accord 90-93,,,,,,,
38920-PWA-004-IMP,Corra de aire acondicionado,Fit 03-08,,"$35,200.00",5,,,,
38942-P01-IMP,Polea a/a,CIVIC,,,,,,,
38942-P3F-IMP,Polea a/a,CR-V,,,,,,,
38942-PWA-IMP,Polea a/a,FIT,,,,,,,
38950-RULEMAN-IMP,Ruleman de polea de aire acondicionado,Todos 92-00,,,,,,,
39152-SM4-IMP,Antena de radio,Accord 90-97 + Prelude 92-95,,,,,,,
39152-SWA-IMP,Antena de radio,Fit - Civic - CR-V,,,,,,,
39400-SR3-IMP,Relay principal,Todos 92-00,,,,,,,
39700-S10-REPAR-IMP,Reloj (reparación),CR-V 96-2000,,,,,,,
42200-S10-IMP,Maza trasera derecha,CR-V 97-01,,,,,,,
42200-SAA-IMP,Maza trasera,Fit 2006 - 2008,,"$134,110.00",,,,,
42200-SB2-IMP,Maza trasera,Civic 92-00 sin ABS,,,,,,,
42200-SM4-004-IMP,Maza trasera,Accord 94-97 sin ABS,,,,,,,
42200-SR3-A06-IMP,Maza trasera,Civic 92-95 SI japones,,,,,,,
42200-SR3-A53-IMP,Maza trasera,Civic 92-95 con ABS,,,,,,,
42200-SV1-J51-IMP,Maza trasera,Accord 94-97 con ABS,,,,,,,
42201-S10-IMP,Maza trasera izquierda,CR-V 97-01,,,,,,,
43022-SR3-IMP,Pastillas de freno traseras,Civic 92-95,,,,,,,
43022-SV4-G22-IMP,Pastillas de freno traseras,Accord 90-00,,"$23,500.00",1,,,,
43022-S5A-J00-IMP,Pastillas de freno traseras,Accord 90/97 Civic 07/11,,"$46,235.00",3,,,,
43300-SM4-IMP,Cilindro de freno trasero derecho,Accord 90-97,,,,,,,
43300-SR3-IMP,Cilindro de freno trasero derecho,Civic 92-00,,,,,,,
43301-SM4-IMP,Cilindro de freno trasero izquierdo,Accord 90-97,,,,,,,
43301-SR3-IMP,Cilindro de freno trasero izquierdo,Civic 92-00,,,,,,,
44010-1003-IMP,Punta de semieje,Accord 79-83 + Civic 79-83,,,,,,,
44010-1019-IMP,Punta de semieje,Accord 90-00,,,,,,,
44010-1019SHI-IMP,Punta de semieje,Accord 90-00,,,,,,,
44010-1025-IMP,Punta de semieje,Civic 92-95 + Civic 96-00 EX,,,,,,,
44200-SM1-IMP,Rulemam de rueda delantera,Accord 90-93 sin ABS,,,,,,,
44300-S47-IMP,Ruleman de rueda delantera,CR-V 97-01 + Accord 98-00,,,,,,,
44300-S47-IMP,Ruleman de rueda delantera,CR-V 97-01 + Accord 98-00,,,,,,,
44300-S5A-IMP,Ruleman de rueda delantera,Civic 01-05,,,,,,,
44300-SAA-IMP,Ruleman de rueda delantera,CR-V 02-06 + Fit,,"$128,000.00",,,,,
44300-SR3-004-IMP,Ruleman de rueda delantera,Civic 92-00 rodado 13,,,,,,,
44300-SR3-A02-IMP,Ruleman de rueda delantera,Civic 92-00 rodado 14,,,,,,,
44305-S47-IMP,Copa de semieje lado de caja,CR-V 97-01,,,,,,,
44305-SM4-IMP,Copa de semieje lado de caja,Accord 90-93,,,,,,,
44305-SR1-IMP,Copa de semieje lado de caja,Civic 92-00,,,,,,,
44305-SV4-IMP,Copa de semieje lado de caja,Accord 94-97,,,,,,,
44305-TRICETA-IMP,Triceta de copa de caja,Todos 92-00,,,,,,,
44333-SM4-IMP,Fuelle de punta de semieje,Todos 92-00,,,,,,,
44733-SAD-IMP,Tasa de rueda,Fit 2006 - 2008,,,,,,,
45014-SAD-IMP,Pastillas de freno delanteras,Fit 03-08,,"$53,500.00",,,,,
45022-T2G-A01-IMP,Pastillas de freno delanteras,HR-V 2016/18,,"$78,000.00",,,,,
